text,gender
"           It's just another boring day.Things still goes the same way.Nothing much.Well, there's one little tinky winky thing that actually marks today.Ask me? That would the oral version of Geography memory test.Well, guess that was so 'nice' of the teacher to actually think such method to implement.Anyway, guess what? I flaunk my math test again, as usual.Honestly,I belong to the anti-mathematic organization. Perhaps the effort wasn't high enough. hello? Anyone care for a counseling for me?  It's really terrible to received the 25/80 paper first thing in the morning when it is supposed to be wonderful for me.In the end, the result hit me like a bolt of blue.Unexpected! But it wasn't that bad afterall,I mean at the very least, the lowest score wasn't me.{ Ok, trying to optimist around here.} Minutes after that devastated period in the morning, well, my spirit seems to've astral projected to the other dimension, leaving with only a depressed smile. Friend? He 's wonderful[guess?]Not only did he not gave me a weird look due to my 'excellent' result,instead,words of encouragement reached my ears.He's really one of the friend that me, really treasure and cherish.Alright, his words and warm touch gave me strength and it actually lifted my spirit! Wonderful! Cheers to him!Thanks a lot.Currently, This 25/80 boy's trying to get out of the A.M.O.  [well, that's just being optimist]          ",male
                 Remember to visit the  urlLink Apocalyptic Dreams forum  to join in on the spam. lol             ,male
"                 What is the point of worship leading?  Is it to make sinners into worshippers, or is to make Christians into singers?  I've been thinking about that a lot lately.  I've come to the conclusion that, within the context of my church culture, my job in leading worship is to encourage sinners to worship.  I'm going to do my best to stop trying to make singers out of Christians.  There's no reason why I should spend my time worrying about the musical compentancy of my church fellowship, instead I should be considering how I can better encourage them into greater depths of worship when they're not at church. Does musical quality act as a form of worship?  Of course it does.  Is it the ultimate goal?  Absolutely not.  I'm tired of worship leaders who encourage their fellowship to 'sing this verse really loud' or to 'sing with all your voice'.  I used to be one of them, but for the last few years, I've not done it.  I was reminded this week of the importance of not doing this when I had a really good conversation with my worship leading mentor.  Musical competence/performance is not the goal of worship, but a heart exposed before the heart of God should be.  What do you think?  Sam sam@ctkonline.com               ",male
"           hey guys, computer is broken...I'll write when I get it fixed.         ",female
"                 What's happening? No one is blogging??  I caught Kill Bill last Wed and I liked it! It is not as good as Vol.1 but I still enjoy the martial arts, humour, dramatic effects and the story telling. I must say, Quentin Tarantino is really not that bad. (hahaa althou ugly).   The audiences disturb me. They laugh when it's not funny. Just because the movie present the show in a dramatic, oldies-chinese-martial-art-movie way? So what if the high priest can stand on sword? Qing-gong does exist! They just can't appreciate the way the director intend to shoot the movie. It kills my mood, when I'm enjoying the dramatic effects and martial arts. I guess they just can't associate that kind of 'chi-na-wu-shu-pugilistic' mannerism with the american ang moh.  I can already tell Vol. 3 is going to suck.  Next: 50 First Dates, Van Heilsing               ",female
"             Another Monday morning meeting at 8am!!!!! My advisor has recently decided that I am the most time-conscious person in the group, therefore everytime something comes up with her and she can not keep the schedule, moves me to the early time slot for the weekly meetings! Grrr, sometimes, I really think I should work more on my Iranian-Italian side and be a bit more careless about timing. Maybe she will change idea and put somebody else in the early time-slot!         ",female
"            urlLink    The sun setting behind the Kobe mountains of Rokko, as viewed from Sannoymia&nbsp;         ",male
           im still accepting peeps for the next few days. we aim for may 1 as the first mix.  i need your addresses!   email them to me  urlLink HERE .          ,male
"           Of all the conversations I had with the owners before they left, I think this was my favorite:   Them:   'You can take her for a walk in the mornings if you'd like, but keep her away from other dogs.'  Me:   'Oh, does she not like them?'  Them:   'She will  eat  them.'  (Go ahead and guess how many times she got walked.  Those who say anything other than ZERO are delirious.)   urlLink     As you can see, she's not a small dog, so I'd have to be mighty strong to hold her back from eating another dog.  And while she doesn't look super friendly, she really is... a little  too  friendly on Saturday night, though, when she climbed on top me and started humping my leg.  Pay attention to the nails on her right paw-- those were the ones that dug the fuck into my thigh, so don't be surprised to see bits of flesh hanging around.  Damn that hurt.    And to the jackhole who called at 6:30 on Sunday morning?  I  will  find you.  And I will hurt you.  A lot.  But overall?  The dog-sitting weren't too bad, actually.          ",female
"         10 random things, mostly movie-related:    Colin Farrell , who is good looking but not on my list, is complaining becase a full-frontal scene he did in some movie is being cut. I would like to add my voice of protest against slicing any wienies. Unless it's Harvey Keitel again. Seen enough of you, thanks.    Micturating  is a $2.50 way of saying 'urinating'. The things I learn from James Lileks!   Claritin and ephedrine  probably shouldn't be mixed.   The sequel  to  Dungeons & Dragons , a godawful movie, is purported to have Paris Hilton. I  will  watch, maybe even buy a DVD of this sequel, if someone assembles a ballistae behind her and shoots her with it.   Game # 178  of the XP version of FreeCell is a major ass-kicker. I finally solved it, though.   The movie  Powers that Be are not going to show the  Batman Begins  teaser in front of  Spiderman II . Instead, it will be shown in front of  Catwoman , which is supposed to stink like a wet litterbox in a hot garage. What trailer will we see in front of  Spiderman II ?  Catwoman , of course.   Gary Oldman  is doing the voice of Darth Obvious. Or something like that. Bad guy for the third movie. He will always be Sid to me.   I still  can't smell anything. My doctor's appointment is next Wednesday.    I'm still bored . Can't you tell?   Richard 'Master Thespian' Burton  ran like a girl. Boy I'm in a snippy mood.           ",female
"                   a month , I'd be : September   a day of the week , I'd be:  Saturday   a piece of furniture , I'd be  a beanbag   a liquid , I'd be:  lemonade   Clothing , I'd be:  t-shirt and jeans   a flower/plant , I'd be:  a rose   a season  I'd be:  Summertime   a mythical creature  I'd be : a siren    a color , I'd be:  black   a sound,  I'd be:  a whisper   an element,  I'd be : the air   a song,  I'd be:  'Zion' by Fluke   a movie , I'd be:  The Matrix   a food,  I'd be:  Apple crumble   a material,  I'd be:  Satin   a taste,  I'd be : mint   a scent,  I'd be : White musk   a word,  I'd be:  Bodacious   a body part,  I'd be:  the tongue   a facial expression , I'd be:  a kiss  a shape, I'd be:  diamond  a number, I'd be: : 9  a bird, I'd be  an eagle  a bug, I'd be:  caterpillar   a musical instrument , I'd be:   a grand piano  a place, I'd be: : Australia  a band, I'd be:   Coldplay  Pinched off  urlLink Bernie               ",female
"           Step right up, folks!  Inside you will see the most amazing things.    'What is it?' you ask.      It's a White African-American, Conservative, Christian, Republican, Bigot, Homophobe, Sexist, Dittohead, DrudgeReport-reading, IMAO-posting, CNN-ignoring, non-Keyboard-playing, Democrat-mocking, non-Mountainbiking, non-emasculated-Beetle-driving, husband of one, father of four, totally right-wing voter (who's also been known to have the most amazing finger-toes!).               ",male
        urlLink    This beautifully ripening plum outside my window captured my attention.  mmmmm....Summer!&nbsp; urlLink       ,female
           well I have done some homework/ revision this morning ! First of the holidays so far ! oops          ,male
"                  Yesterday, while riding my bike through the Canadian National Exhibition (CNE), I saw a movie set for Cinderella Man. I had never heard of that title, so I assumed it was nothing special.  According to IMDB , the movie is directed by Ron Howard (wow) and stars Russell Crowe and&nbsp;Renee Zellweger. Russell Crowe is an idiot, but I wouldn't mind bumping into Renee Zellweger...   By the way, the scene I saw being filmed had dozens of old 1930's style cars. At first I thought it was some type of auto show, but all the cars were basically identical, so I wondered 'who would want to pay to see 50 identical cars'?   I bet those cars aren't worth very much, because there more than likely just golf carts that have an old 'Model T' looking body over them.   &nbsp;                ",male
        urlLink modest.mouse :   i'm so digging this new album!  ps:  the  urlLink video  for the first single is so dope.         ,male
"           Ok Nicki. I don't know fi I'm coming back on tonight cos I've been out all day today, and I have a little bit of work to do tonight. Fortuantely I don't have alot to do, otherwise I would be stuffed.  I have till training at 5pm tomorrow, I hope it all goes ok and I don't end up looking too stupid! Anyway. I got my lovelly fleece and my name badge yesterday, I haven't got my trousers and my shirts yet, so at the moment I have to wear my own black trousers, a whiote shirt, and keep my jacket done up, lol. Fair enough. Anyway, I really should go and do some work now because I should. Otherwise I'll feel vyer bad. My bargain buy for the day was 3 paris of tights from Primark in Bromely- red, blue and turqoise- 1 each. To go with my bargain boots and my bargian skirt. Wahey. I'm strange. Whatever. See y'all later guys. Bye         ",male
"       just in case you got back and no one had written, i thought i'd do the truly noble thing and take time out of my busy schedule and write a little something. or at least give you soemthing to do. have you seen the new beyonce-britney-pink commercial????? sooo...different. i dont know if i like it yet. brit sounds terrible--granted im hearing it via the internet but still, come on brit, youve got better than that. let that angelic voice of yours out.  ok, i have to read about nazis (im reading about nazis in 3/4 classes...crazy).  laters         ",female
                 ,female
"           i am indeed set on est - so i'm not screwing up the logs!  ha, ha! earth years old?  come on, man.  don't you know that it's earth years young?         ",female
       It's happening again.         ,male
"                 That stuff is messed up, Kim.  I hope the Dean gets things straightened out.  I think everyone should be given an opportunity to do what they want, regardless of what people think you can do.  This is ignoring the obvious fact that he's a dope who should see you're well prepared and have a better chance of success than the vast majority of people.  So why he thinks you can't succeed is pretty much a mystery to me, and somewhat mindblowing.    Anyhow, I'm comng to NJ for Thanksgiving.  I'm taking a greyhound in the middle of the night from Boston tonight.  I'll be in tommorrow morning.  It'll be good.  I'll call you Bri to see if we can meet sometime.  Blog out.    Happy Thanksgiving.             ",male
        AHAHAHAHAHAHA!&nbsp; I NEVER LIKED  urlLink GREEN LANTERN    !    &nbsp;   EAT IT NERDS!!!        ,male
             I'm trying one more setting ...         ,female
"             It was sunny this morning, but now it feels like it is going to rain. I wish it was sunny like in vancouver.  Platinum blonde was talking about those girls that wear shorts and skirts so short that when you bend over you can see their butt, and bikini tops so small that they leave only 18 square inches covering your upper body. In the winter they wear sweat shirts half way zipped down with very small tank tops. When they bend over you can see thongs. Also they are generally dating, or boy crazy, at least the ones that are my age. They drive me crazy.   We watched spider man this afternoon, which was good, but I've seen it so many times it was kind of boring. The kids are watching it again right now.   Me and dan went to the library this morning. We also bought a bike lock from canadian tire on the way there so that we could both go inside and one of us wouldn't have to stay out there and guard the bikes. There weren't any books waiting for us though, so I was kind of disappointed.   Nothing interesting today...         ",male
"           Some days there are just too many disconnected thoughts floating between my ears.  I feel as if I may loose some important tidbit of information unless I write them down.  I'm all about lists, a wishlist for books I want to read, a list of places I want to see in my life, a grocery list.  This blog is my laundry list of lists.  I feel an innate need to share my thoughts with others.  To somehow validate and record my ideas on the off chance that there is someone out there who can find a use for them.   This blog is my way of appeasing the voices in my head.  The voices whose life's goal is to be shared with others.           ",female
              urlLink Jesse Fowler Web Design          ,male
          to     this... in just four years     urlLink             ,male
"       There's Juan Gonzalez in a Cleveland had. Ummm, didn't we get him from Texas?    ",female
              urlLink Drink this...: More detesticulating this...  Ouch!         ,male
       As for my process when I get online:  1. Check  urlLink Hotmail  2. Check  urlLink Evangelion Unnofficial Movie site  3. Check  urlLink Janelle  and  urlLink Katrina 's blogs 4. Update  urlLink my blog          ,male
"       I saw Mr. Maine today for the first time since he left my apartment Sunday morning.  I was waiting for H &amp; Soup to get out of class, and he came around the corner.   I  didn't feel awkward.  We had a brief conversation.  I was nice, friendly, but not flirty or touchy-feely.  I can tell he knows he screwed up.  Things were cool, though, and I'm glad...  I hate drama, and especially when you know that you're  going  to run into someone occasionally, but you never know when.    He was looking  really  good, and I had to remind myself, 'No!  Not doing that!'  I ticked through my mental list of reasons why until I no longer felt (quite as) tempted.          ",female
"       Hello ppl...I haven't written anything since ...last weeK? oh...sumthing new? yeah..i cut myself with a blade...it really bleeds...i haven't seen so much blood b4 in my life! haha...in fact..it's kinda boring today...we had a perbahasan in class...very ketara! My group (pembangkang) onli got...less then 10 ppl...the rest of the class all penyokong..!! Anyway, we won!! See, less than 10 ppl still can win! hehe...anyway, i gtg now...bye ppl!          ",female
"       jon called..... again.... e-mailed..... a-gain... sent quick e-mail, very impersonal... so not interested... everytime he reaches out I feel like I'm being reprimanded         ",female
       Going to lunch early + short lunch + no motivation + little to do + no strict deadlines = LONGEST AFTERNOON EVER    ,female
"       Okay, I meant to quote this ages ago but I haven't listened to Elephant for ever such a long time....   Quote of the day:   'waking up for breakfast burning matches talking cricket breaking bottles throwing garbage drinking soda looking happy taking pictures  so completely stoopid  just go away'  -Jack White  yeah         ",male
"        For you and all the mindless zombies I made up that read this I have seen aliens on Mars. They're pink fluffy and wanted to trade me their world for a hot dog, of course I declined. WHY THE HELL WOULD YOU DO THAT?????????? Because Fred their idea of fun is to play with Pretty Pink Poney crap and well I'm more concerned with the Aliens on the Sun, which really isn't a Sun, It's a hallagram and sunlight really is Alien beems out to read our minds, only us pale kids know the truth! They're having allections for king and I'm running. I'm doing surprisingly well too, they seem to be quite interested in my plan for world domination. The only reason I'm losing votes is because I've promised half of it to Sam. I'm sure they'd like him if they got to know him! No not really, they're a gang of sexist pigean like creatures that would rather eat him. How I've survived the world may never know!          Now it's time for another comment by our good pal Fred!  You're an idiot you know that? You couldn't tell a pig you were sane.      *flies off on my heard of pigs*           ",female
"         -Perfect- You're the perfect girlfriend. Which means you're rare or that you cheated :P You're the kind of chick that can hang out with your boyfriend's friends and be silly. You don't care about presents or about going to fancy places. Hell, just hang out. You're just happy being around your boyfriend.    urlLink   What Kind of Girlfriend Are You?     brought to you by  urlLink Quizilla    I think that Hellraiser Hello Kitty was a lot more fitting...don't you think?         ",female
"           Gotta address the reason for the quitting to stick.  Figure out what you're medicating, and find something larger than yourself to hope or work toward.  It's never easy; there is no cure for addiction, only a lifetime of vigilance.         ",male
           Thought this was an interesting article. Thanks Anth.    urlLink NINE LIES             ,female
"            (*.*) 请你一定要比我幸福....才不枉费我狼狈退出..... 再痛也不说苦, 爱不用抱歉来弥补, 至少我能成全你的追逐.........请记得你要比我幸福, 才值得我对自己残酷......我默默的倒数..... 最后再把你看清楚......看你眼里的我好模糊...... 慢慢被放弃放心去追逐你的幸福....别管我愿不愿,&nbsp; 孤不孤独...都别在乎....&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;(*.*)&nbsp; 我吻过你的脸, 你双手曾在我的双肩.....感觉有那么甜, 我那么依恋....每当我闭眼, 我总是可以看见失信的诺言全部都会实现.....我吻过你的脸, 你已经不在我的身边, 虽然你不在我的身边, 我还是祝福你过得好一点......短开的情线, 我不要做断点, 只想在睡前, 再听见你的... 蜜语甜言.....     today v sianz la.. see mr chew abit bad mood liao. tmr got PE (at least sumthing la).. kip having this feeling i'm unwanted.. maybe its true. i realli quite moody recently.. wished can turn back time...den it'll be alright. finally my mind is stable.. i had to move on.. but i dun feel like starting again. maybe i'm too tired... maybe i'm afraid to lose some1 i realli treasure like hell.... maybe i dun wanna fail again.... maybe i was not meant to be in love.... maybe nobody wants.... haiz... me later den edit this post la.....................................................................                    ",male
"        Hey, if anyone is still reading this blog (and I know there aren't many of you) you might have seen a piece here recently called Part A....   This was not written by me, it was written by Tricia Warden.   I've been using this blog to format work before I put it into my zine, 13 Feet.  Unfortunately, the delete function didn't work and the piece stayed up after I transferred it to my zine.  Doubly and triply unfortunately, Tricia's name was not with the piece.  So I owe her massive apology and well, should probably go to jail.  Anyway, if you ever see anything here that does not have a little intro like I usually put in front of my work (i.e.; look at my new poem, isn't it shiny) it is probably not mine.          ",female
"        urlLink Unfit for Command  could be a problem for John Kerry.  I haven't heard how many of his former colleages in Vietnam are involved in it, but it's safe to say that if it's more than a couple, there could be some serious ramifications.   urlLink Reserve  your copy today!     ",male
"             Someone pulled the fire alarm today. Again. With finals coming up, there always seems to be some loser who can't deal with the fact that he's (or she's - let's not discriminate), well, a loser. I don't know about you, but in my opinion anyone who thinks that pulling a fire alarm or calling in a bomb threat (yeah - that happened too) will save their grade deserves to fail, and should never get any job better than making hamburgers at McFatteners. Oh yeah, I shot this by the way   urlLink    It took less than a minute for these folks to get here from when the alarm had gone off.&nbsp; urlLink            ",male
       faramir does NOT have nice eyes OR a nice beard...sheesh!  *slaps kati back*         ,female
"        I'm off  the diet train until I get back from Rantoul. Here's hoping I don't blow what little progress I made.   The answer  to yesterday's question was:  'It stinks!' .   I had  a back spasm yesterday. I took it for as long as I could, then I went home and dosed myself with by back meds, and slept for about 16 hours. I feel washed out, but hey my back feels better.          ",female
"                 with Not-Doc Boy.  First movies with him non-theatre-style.  He'll probably want to cuddle.  At this point, why not?  Derek even did what movie cuddling is possible in the theatre.  My head on his shoulder, his head against that.  Arm around me at the end, and a hug goodbye. (It's been a while.)  We were listening to yet another Old 97s album I hadn't heard yet, and he skipped a song saying 'that's too poignant right now.'  Hmmmm - I'm going to have to figure out what that song was.  I was listening to the CD I'm borrowing now, reading lyrics, and one song spoke to me in a way that made me stay up late and write a song of my own, except I wish I was good enough at guitar to put an actual song to it.  The lyrics are there, though.  I write classical, I've never done otherwise.  This one is in the style of the 97s.  Watch for lyrics, I'm sure I'll post them.               ",female
            urlLink    in the countryside         ,female
"             Tell me, is sugar sweeter Or He who makes sugar cane? Beauty of the moon is better Or He who makes it wax and wane?  Leave all the moons behind Put sugar out of your mind In Him another you’ll find He makes another kind of grain.  O mind you may be wise In knowledge and insight may rise Or is it better to prize He who makes the mind insane?  Body, soul, mind and heart With power will make a start Yet in a drop, with art A hundred eyes will entertain.           ",male
"           D&D at my house Wednesday 2-8. Continuation of the Death Gate campaign.  If you were there last time, feel free to come again.  If not, please ask permission.  Not a comedy campaign (Ben).  BE THERE!         ",male
"           JLS - i don't think the OS is the issue; the message you received was 'This version of Blogger has been designed for  web browsers   that lack robust Stylesheet and/or DHTML capabilities.'  that's why i asked which browser you were using - if you have IE, an upgrade from the MS Update site might be the hook up.    so you don't need Windows XP to get the 'hi-fi' blog -  i'm using Windows 2000, with Internet Explorer 6.0, SP1.  i can't think of any reason why you couldn't upgrade your browser, whether you have Windows 95 or OS X Mac; even if you're using Netscape as your browser, newer versions are out there.  let us know what happens...  yeah, this whole interconnectedness thing between characters over the years in the star wars storyline is getting out of hand.  i suppose it's trying to show how Fate is clever and ironic and whatnot, but it's rather heavyhanded.  for that matter, wouldn't have ben said  something  in ep4 about seeing chewbacca again, if they had met years before in the midst of such an important event?  maybe they didn't exchange names the first time.  yeah, that's it...          ",female
"       I just saw this movie... Twilight Samurai, and I've got to say it's one of the best movie I have ever seen. It's a man content with himself without an ambition to build a career that can ultimately destroy his humanity and family. It's the perfect portrayal of life and fate. I love it. It's messages are narrated beautifully without a hint of persuasion. So if you ever visit your rental or dvd store, buy this gem! I highly recommend it!  I've also been listening to L'Arc-En-Ciel's latest masterpiece: Smile. Although the Album's only got ten songs, every one of them is worth listening!    ",male
"           Christ Im bored.  Custard is off snowboarding in Italy, Baity is in Guernsey for the weekend killing orcs, Dougal is busy doing something I don't know if Im allowed to talk about, Danger is busy moving into his new gaff, Grist is.. well, nowhere to be seen.. I decided to try and watch a 'proper' movie for a change. No explosions, big breasted girls in tight tops etc.. Gosford Park, a period murder mystery drama thing. A friend had seen it and said it was awesome, so I thought Id give it a go.. and it sucks ass. A third of the way in, people are still busy talking about Lady Vage's new model A Ford or some shit, an old guy gets stabbed and Stephen fucking Fry turns up as the police inspector. That's the straw that broke that camel's back, that is.   I think Im going to head into town and buy a playstation 2 and Vice City. I heard you can KO prostitutes and nick their money in it. Now that's my definition of high-brow entertainment.          ",male
"           I agree with Johnathan about the stupidity of his being robbed of choice in the end.  Read  urlLink my blog  for more of my thoughts.  I'm honestly too upset to think about it right now.  I know that's stupid because it's just a farkin' TV show, but I get this way about characters in books as well...I just get completely emotionally involved in them, and their tragedies devastate me.  I'm far too empathetic for my own good.         ",female
"        urlLink More proof here on my theory that Leftists/Liberals are hated more than even the average American.  France has done nothing but defend Islam-o-fascists and attempted to thwart America's interests in the Middle East. They are by far the greatest defenders of Iraq and do their share to bash Israel. France does this to such an extend you could hardly imagine a better ally for Bin Laden yet France still finds itself under siege. At the least you would have thought the Islam-o-fascists would have waited until they had destroyed 'the Great Satan' before they got to the business of killing their “friends”. That is, you might think this way if you think Militant Islam feels as rosy about the Liberals as they do about Militant Islam. Clearly this isn’t the case.         ",male
"       Last night was a good night w/ a really bad ending.  I was all happy and prepared for Shannons appearance, but at the end of the night when she didn't show (shocker) I was really down  REALLY  down.  I turned into that angry-depressed-sappy drunk and John and Jen witnessed it.  I guess I just want closure that I am never gonna get.  Oh well. Time for me to just move on and even if I do get the chance to just move on cause this has affected me so much in the past 4 months that it is changing the person that I am and not for the better. I am so angry these days and I hate it.  I have a show tonight. Nervous yet not. Just read Johns blog so that kind of upset me. He really thinks I am gonna sing flat. Thanks for the fuckin vote of confidence. I am gonna start working on me more and stop worrying about everybody else.  This is getting too crazy and I don't want to be that girl that everyone is saying 'man that girl is nuts' Or maybe I was already nuts and it is just coming out now. From here on out I am worrying about me (and collen of course)I am going to take a journey of self discovery. That's it for now have to get ready to go.          ",female
"           I saw it.  Her shit was in pieces on the floor.  Shards of waste, crystalline fecal teeth, jagged and stark and cold in the weary summer night.         ",female
"       i've just had a revolutionery idea that will definately, definately make me a millionaire.  5. blade. razor         ",male
           My Top Five: Shot Glass Oil Drum Dishwasher Leaf Pile Lincoln Memorial           ,male
"                 My Mum is in the office with me and I just went to show her my blog when I realised that while I tell her everything, she may not be ready for the way I phrase my conversations here..  I don't think she can handle seeing me talking about the benefits of circumcission on the internet for all to see :)  She's sitting beside me as I write this.. Uncomfortable mum?  'yes' Hehehe  I loves my mummy, she rocks :)               ",male
"                 Z, it wasn't Michael that knew about Witchblade, it was some other guy from Chicago whose I name I have forgotten, though I vaguely remember saying it was Michael.  I believe that may have just been a brain fart, though.  I'll see if Whit remembers his name, because it was her friend's brother.   All right, Michael is sending pictures, so I should have those soon. YAY!!!  Um, I'm trying to get Jackie on here to introduce herself, but we all know how often she shows up...In my memory, it is once, but you never know.  May be more than that.  Rosie and I went to Chik-Fil-A with Mr. Curran and Thomas (his son) today.  Lots of fun.  Also went to Cat's Music and Planet Exchange...good stuff at Cat's, not at Planet Exchange.  I do believe I could live at Cat's Music.  But they took the hippie store out.  I'm so upset!  That's where I got my Lennon shirt!  OK, I';m over, I think, but still, I liked the lady that worked in there.  Her name was like Rainbow or Sunshine or something like that.  Very cool.  Oh, well...Tomorrow is DI, so be at my house at six.  We'll do something for supper...Chinese takeout, maybe; don't really know.  We'll see when yall get here.  All right, that does it for me.      ",male
"                  urlLink    Well, after spending all last night putting together a macaw size cage, here is our latest bird - Addicus!&nbsp; urlLink         ",male
"           I'm still not sure whether I would pursue this thing.  Adrian (a Xientian and currently a classmate in math53) had urged me to apply with him for scholarship in a Japanese university.  I'm still pretty much undecided which course I would be taking and which Japanese university I would like to get in to(considering that the deadline would be...tomorrow!).  I'm not expecting to pass the exam, because as Adrei said, it is really a hard test(maybe compared to the UPCAT).  Also, I won't be dreaming too much to go to Japan to study because I'm already satisfied and contented with where I am now. --- Summer classes are about to end.  Hopefully, I would pass my maths so I could stop worrying over my delay.  Aargh.         ",male
"            urlLink    Yes, the sand really is red.&nbsp; urlLink             ",male
"           Well well well. The  urlLink Party Pictures  website is updated, 33 pictures of Venice!!!!!!!!!! Woooooooo! Yes, tis ture, the snooboo.com Forum has been handed over to Paul and myself. Yeeeeeeeeeeeeeeeeeeeea. What great changes we have made.         ",male
           Seems fair enough to me. I think I can handle that...   So how many Celestials in one area is natural?         ,male
       When did it become Okay to show people vomiting on television?  I'm not as sensitive to pukey matters as some people I know but this is a trend that needs to be stopped. I fell asleep this afternoon watching MTV and was rudely awakened buy people vomiting on  Road Rules . Fuck that shit!          ,male
"                 A good question was posed to the pundits at ESPN recently...     Hey! Of all the currently active players, who do you think would be the most deserving/likely to have a trophy named for them in the future? I'd say Ron Francis, Patrick Roy, or Lemieux. And do you think there will ever be a Gretzky Trophy?      My response..... I think there should be a  Mario Lemieux Ambassador of the Game of Hockey Award  someday.                ",male
                                ,male
"            urlLink    Nietzsche's  urlLink Superman , Mark Leyner... say, doesn't he sort of resemble  urlLink Raymi ?         ",male
"                  Those who know the least speak the loudest.   There was this really cool guy at the anti-war rally today who had his own bullhorn but unlike all the tools on stage was actually speaking coherent intellectual thoughts.  It was a nice change.  He's sorta pro-war because we've reached that point, and he's very anti-radical-loud-yelling-catchy-slogans-that-mean-nothing-you-don't-know-what-the-hell-you're-even-protesting. I wish I got his name down, but hopefully he'll show up again.    War = cut AAP funding??  PUHLEASE!             ",female
"             Alright now kiddies, it's a learnin' we will go with Rhino teaching the class.  RBX is a rapper out of LA that came out on Dr. Dre's first solo release 'The Chronic', which is a rap album classic. RBX was famous for the line 'I drop bombs like Hiroshima'  RBS is a term I came up with, and Jen figured out how to place on the site, that can mean many things-pick whatever you want:  Random Bitching Session Random Bitching Site Random Bullshit Session Recent Bitching Stuff  etc, etc.         ",male
                    Candyaudioline minus Allan and Ralph                ,female
"        urlLink Watley Review - Page Three   Well, it seems that Chihuahua's are actually large rats after all. :)  Oh, and sorry, mom, Zeus isn't your pet dog after all, he's your pet pigeon.  :)  Thanks goes out to Ward for the link!  PS: It's a joke, folks, don't take it too seriously.         ",male
"        The Beauty of a Movie.   I had an interesting conversation with my good friend Arley last night at church.  We were talking about the Matrix movies and she said she doesn't like them.  She said she didn't like them becuase they were too popular and too hard to understand.  I said that I think the very first time you see it, you have to pay attention very closely, and then after you watch it the first time, go back and enjoy the beauty of the film.  I personally think the car chase scene was brilliant.  I loved the entire Merovingian and Twins part of the movie.  And the Seraph and the Key maker.  Granted everyone, everywhere has seen them, but if you can understand them and you can enjoy the film more than others, you are the only one that has  really   seen it.  I thoughtI would share that because I like the movies, and my t.v. is fried from watching it all night.  Literally, if you watch it too much it starts to flicker, so I have to wait a few hours to finish Reloaded.    Feedback is mandatory, Clint         ",male
"        So, Arizona it is!  Jon and I just got back from visiting Arizona last night and made the decision to move there.  We had such a good time...we flew into Phoenix on Friday, and Friday afternoon went to ASU where I met with a few of the professors that I'll be learning from/working with next semester (all very cool).  But I won't try to fool you into thinking the professors impacted this decision at all...once I saw the plethora of Mexican restaurants, I was sold.  My brother John showed us around the area; everything is so new and clean and, most importantly, WARM.  Then Sat. we took a road trip up to Sedona, which is just a couple hours away.     It's a really beautiful area with all these mountains and red rocks.  We did a little mountain biking, checked out an art fair (it's a really artsy place), and drove to a winery (yeah, a winery in Arizona...not bad, though).   We stayed in Flagstaff Sat. night at this great hotel where you get FREE DRINKS from 5:30-7:30, free massages, and free breakfast the next am (Embassy Suites...and yes it is a national thing, we asked!).  What's amazing about AZ is you pass through a different ecosystem like every 20 min. you drive; Flagstaff is just 2 hours away from Phoenix and still had snow in the mountains.  I'm really jazzed about all the trips we can take from Phoenix...Mexico, Vegas, Southern Cali...all not too far at all.  Good times...and all visitors welcome.                ",female
"                   (By the way . . . )    I'm a  little  proud of myself . . . the last 2 weeks have seen another 2lbs shed, finally making it an even 10lbs so far.  And I finally got up the guts to take my measurements again, and I'm seeing 1' - 1.5' less on my torso, 1/4' less on my limbs.  The ultimate goal?  Another 10 to 13lbs, and the biggest measurement I care about is waist - another 3.5' to 5'.      ",female
"       The first post. What to say. Just finished watching game one of the NBA finals. Basketball is the first sport I have ever watched. I grew up in a sports-free home, well, except for tennis. So my friends watch it all the time and I'm clueless. Why does Hamilton have that plastic on his face? But I'm starting to get into it. 'He kind of reminds me of Hannibal Lecter,' said one commentator. 'I guess you could say he eats up the competition.' No comment. Incidentally, I worked as a production assistant on an ESPN show a few weeks ago. And though it was sad how excited everyone else there was about sports and how I didn't know shit, I got to have an argument with lavar arrington over which were cooler: lions or hyenas. That's just the funny story I tell everyone.        ",male
"           Sometimes I feel as if I am going to go out of my head being at home with four kids. I count the hours until my husband is home, an adult, someone to help spread the madness. How can they be so dang cute and so annoying all at the same time? So, as I think, wow I need to run away, I think a I only have 55 days until I go back to work. Yikes! I love my job, don't get me wrong, I love my kids too. But too much of a good thing..... I try and remember that I probably (although I don't see how) get on their nerves as well. If we decide to go to the park, everyone is excited. If we go to the dog beach, woo hoo. If we go shopping, all right! But somewhere between the going and the being there, the outing loses some of its appeal and someone is complaining. So, easy enough to fix, hey you don't like it stay home and do chores. Ha! I showed them.         ",female
