text,author
"I had before been moved by the sophisms of the being I had created; I had been struck senseless by his fiendish threats; but now, for the first time, the wickedness of my promise burst upon me; I shuddered to think that future ages might curse me as their pest, whose selfishness had not hesitated to buy its own peace at the price, perhaps, of the existence of the whole human race.",2
"Through my terror ran curious reminiscences of Paradise Lost, and of Satan's hideous climb through the unfashioned realms of darkness.",1
Our conversation now turned upon the details of our arrangements for the morrow.,0
"Her tall slim figure bent gracefully as a poplar to the breezy west, and her gait, goddess like, was as that of a winged angel new alit from heaven's high floor; the pearly fairness of her complexion was stained by a pure suffusion; her voice resembled the low, subdued tenor of a flute.",2
"They retreated, at first, before us.",0
"The figure, almost all of which the construction of the box permitted to be seen, was somewhat above the medium height, and nearly approached, without positively reaching, the majestic.",0
"His throat was aching inexplicably, and as he struggled to a sitting posture he saw with growing fright that his feet and pajama bottoms were brown with caked mud.",1
"Twice I actually hired myself as an under mate in a Greenland whaler, and acquitted myself to admiration.",2
"Still, however, he came not.",0
And I beg of you to let that thing on the table the thing that looks like a match box alone.,1
Why am I obliged to live?,2
"In the morning, the wretch is stricken with unutterable horror at finding that the boat has been picked up and detained at a locality which he is in the daily habit of frequenting at a locality, perhaps, which his duty compels him to frequent.",0
"""Here, then, I retreated and lay down happy to have found a shelter, however miserable, from the inclemency of the season, and still more from the barbarity of man.",2
"We had no means of calculating time, nor could we form any guess of our situation.",0
"The ""Chirurgical Journal"" of Leipsic a periodical of high authority and merit, which some American bookseller would do well to translate and republish, records in a late number a very distressing event of the character in question.",0
"He was vastly jealous of Dr. Johnson, tho' none the less liking and respecting him.",1
"Drowsiness is so stifling, and dreams are so horrible. . . .",1
There was none among the myriads of men that existed who would pity or assist me; and should I feel kindness towards my enemies?,2
Men who before this change seemed to have been hid in caves dispersed themselves and were employed in various arts of cultivation.,2
"Every shade of New England dialect, from the uncouth syllables of the Puritan colonists to the precise rhetoric of fifty years ago, seemed represented in that shadowy colloquy, though it was only later that I noticed the fact.",1
It seems to me unquestionable that Beauvais was a suitor of Marie's; that she coquetted with him; and that he was ambitious of being thought to enjoy her fullest intimacy and confidence.,0
"""The repetition would be useless,"" said Raymond, ""since I well remember them, and have many others, self suggested, which speak with unanswerable persuasion.""",2
Just as the day dawns to the friendless and houseless beggar who roams the streets throughout the long desolate winter night just so tardily just so wearily just so cheerily came back the light of the Soul to me.,0
"He was one of those very few whom fortune favours from their birth; on whom she bestows all gifts of intellect and person with a profusion that knew no bounds, and whom under her peculiar protection, no imperfection however slight, or disappointment however transitory has leave to touch.",2
"Then a faint clicking came from the instrument, and I called down to my friend in a tense voice.",1
At length the rooms began to thin.,2
"I could not, I decided, risk an emergence into the corridor; where my footsteps would surely be heard, and where the difficulties of entering the desired room would be insuperable.",1
"I led them, at length, to his chamber.",0
"It will be perceived, no doubt, from what I have already said, that the Baron was one of those human anomalies now and then to be found, who make the science of mystification the study and the business of their lives.",0
"The title of Mr. B.'s admirable poem is the 'Oil of Bob' a somewhat unfortunate name, by the by, as some contemptible vagabond connected with the penny press has already disgusted the town with a great deal of drivel upon the same topic.",0
"My next step was to look for the beast which had been the cause of so much wretchedness; for I had, at length, firmly resolved to put it to death.",0
When I leave this place do not expect to hear from me: I must break all ties that at present exist.,2
"On the route, quite accidentally, he is met by the purchaser, who exclaims: ""Ah This is my bundle, I see I thought you had been home with it, long ago.",0
"We made the best of it, and passed the night on board.",0
"It was the painted figure of Time as he is commonly represented, save that, in lieu of a scythe, he held what, at a casual glance, I supposed to be the pictured image of a huge pendulum such as we see on antique clocks.",0
Only the least fraction was really matter in any sense we know.,1
"What slave will not, if he may, escape from his chains?",2
"Once most of the young men went away, and some never came back.",1
"Six years had elapsed, passed in a dream but for one indelible trace, and I stood in the same place where I had last embraced my father before my departure for Ingolstadt.",2
"""In respect to the insinuations levelled at Beauvais, you will be willing to dismiss them in a breath.",0
"When I observed this last, plain evidence of my friend's aberration of mind, I could scarcely refrain from tears.",0
She could not disguise to herself that any change would separate her from him; now she saw him each day.,2
"In the spring after Wilbur's birth Lavinia resumed her customary rambles in the hills, bearing in her misproportioned arms the swarthy child.",1
"Besides, was he not in the secret?",0
I strained my vision to detect any motion in the corpse but there was not the slightest perceptible.,0
"This benefit was fully repaid; Justine was the most grateful little creature in the world: I do not mean that she made any professions I never heard one pass her lips, but you could see by her eyes that she almost adored her protectress.",2
"And now in the mere exaggeration of the prevailing character of these features, and of the expression they were wont to convey, lay so much of change that I doubted to whom I spoke.",0
Be sure they were grotesque.,0
"The ""Mole"" spoke of the ""Lollipop"" as follows: ""We have just received the 'Lollipop' for October, and must say that never before have we perused any single number of any periodical which afforded us a felicity so supreme.",0
"In this case, granting the personal acquaintances to be equal, the chances would be also equal that an equal number of personal rencounters would be made.",0
"Le Mercurie Tuesday Morning, June .",0
"Found the ascending force greater than we had expected; and as we arose higher and so got clear of the cliffs, and more in the sun's rays, our ascent became very rapid.",0
They would have left nothing behind them; for their number would have enabled them to carry all at once.,0
"He was an especial favorite, too, with the ladies chiefly on account of his high reputation for courage.",0
Six years have passed since I resolved on my present undertaking.,2
"She fears for the children she adores, and for you, the father of these, her lover, husband, protector; and you must be near her to support and encourage her.",2
"He desires less the fresh air and the green trees, than the utter license of the country.",0
First of all I dismembered the corpse.,0
"He declares that at no period was he altogether insensible that, dully and confusedly, he was aware of everything which happened to him, from the moment in which he was pronounced dead by his physicians, to that in which he fell swooning to the floor of the hospital.",0
Nothing in human shape could have destroyed the fair child.,2
"He tore it, made it fast about the neck, and so dragged his victim to the brink of the river.",0
"She thanked him in the most ardent terms for his intended services towards her parent, and at the same time she gently deplored her own fate.",2
"Talks with several students of archaic lore in Boston, and letters to many others elsewhere, gave him a growing amazement which passed slowly through varied degrees of alarm to a state of really acute spiritual fear.",1
It is needless to say that I felt inexpressibly alarmed.,0
"We were, however, well aware of having made farther to the southward than any previous navigators, and felt great amazement at not meeting with the usual impediments of ice.",0
I found Adrian's anti chamber crowded it was his hour for giving audience.,2
"The high backed settle faced the row of curtained windows at the left, and seemed to be occupied, though I was not sure.",1
"The Emma, in ballast, had cleared Auckland on February th, and had felt the full force of that earthquake born tempest which must have heaved up from the sea bottom the horrors that filled men's dreams.",1
"In some degree, also, they diverted my mind from the thoughts over which it had brooded for the last month.",2
Here I knocked off the neck of a bottle which I drew from a long row of its fellows that lay upon the mould.,0
They had shape for did not this star fashioned image prove it?,1
"Others again, spoke confidently of a magnet.",0
"His reply is this and never pretends to be any thing else than this ""Because it is impossible to conceive that contradictories can both be true.""",0
There is scarcely an insane asylum in France which cannot supply a human tea pot.,0
She framed her enquiries with Greek subtlety; she formed her conclusions with the decision and firmness peculiar to her disposition.,2
"""I thank you, Walton,"" he said, ""for your kind intentions towards so miserable a wretch; but when you speak of new ties and fresh affections, think you that any can replace those who are gone?",2
When I sounded the archaic iron knocker I was half afraid.,1
"As my uncle went, as poor Johansen went, so I shall go.",1
"Now here, I at once saw, was a telescope to be used, and a definite point of view, admitting no variation, from which to use it.",0
"My first thought was to discover what I knew of the murderer, and cause instant pursuit to be made.",2
"Above, the leaves of the beech wood cast a flickering shadow on his face, and waved in mournful melody over him I saw all these things and said, ""Aye, this is his grave"" And then I wept aloud, and raised my eyes to heaven to entreat for a respite to my despair and an alleviation for his unnatural suffering the tears that gushed in a warm healing stream from my eyes relieved the burthen that oppressed my heart almost to madness.",2
"Whenever a rich old hunks or prodigal heir or bankrupt corporation gets into the notion of putting up a palace, there is no such thing in the world as stopping either of them, and this every intelligent person knows.",0
"""C'est à vous à faire,"" said his Majesty, cutting.",0
"The physician came and prescribed medicines, and the old woman prepared them for me; but utter carelessness was visible in the first, and the expression of brutality was strongly marked in the visage of the second.",2
"About half a dozen men came forward; and, one being selected by the magistrate, he deposed that he had been out fishing the night before with his son and brother in law, Daniel Nugent, when, about ten o'clock, they observed a strong northerly blast rising, and they accordingly put in for port.",2
"All experience has shown that drowned bodies, or bodies thrown into the water immediately after death by violence, require from six to ten days for decomposition to take place to bring them to the top of the water.",0
"""You will see,"" he said, ""that I have shifted the question from the mode of egress to that of ingress.",0
I must absent myself from all I loved while thus employed.,2
"Be it light with him when it is darkness with me Let him feel the sun of summer while I am chilled by the snows of winter Let there be the distance of the antipodes between us At length the east began to brighten, and the comfortable light of morning streamed into my room.",2
"Justine, whom I loved and esteemed as my sister, how could she put on those smiles of innocence only to betray?",2
The latter could not be improved.,0
"I dream of a day when they may rise above the billows to drag down in their reeking talons the remnants of puny, war exhausted mankind of a day when the land shall sink, and the dark ocean floor shall ascend amidst universal pandemonium.",1
"One small, fairy foot, alone visible, barely touched the earth; and, scarcely discernible in the brilliant atmosphere which seemed to encircle and enshrine her loveliness, floated a pair of the most delicately imagined wings.",0
The origin of the diddle is referrable to the infancy of the Human Race.,0
It must be thus and not otherwise.,0
"It was his twin brother, but it looked more like the father than he did.""",1
"For the moment his recollections were hopelessly hazy, but he knew at least that he must have been sleep walking.",1
"""Why taint noffin but a skull somebody bin lef him head up de tree, and de crows done gobble ebery bit ob de meat off.""",0
"The farm like grounds extended back very deeply up the hill, almost to Wheaton Street.",1
"""You have, of course, an accurate description of the letter?""",0
"He is not, however, as you suppose, dizzy with magnificence, nor drunk with the ecstatic breath of those innumerable censers.",0
"And since by person we understand an intelligent essence having reason, and since there is a consciousness which always accompanies thinking, it is this which makes us all to be that which we call ourselves, thereby distinguishing us from other beings that think, and giving us our personal identity.",0
It was for this reason that the N'bangus carried it off.,1
"One night the castle on the hill was thrown into the wildest confusion by the vanishment of young Godfrey, son to Henri the Comte.",1
"In ceasing, he departed at once, and as abruptly as he had entered.",0
"His foreign birth, and he refused to throw off his allegiance to his native country, alone prevented him from filling the first offices in the state.",2
"By the operation of this spring, the screw is made to revolve with great rapidity, communicating a progressive motion to the whole.",0
"The busy eastern part of the town was silent, or at most you saw only where, half from cupidity, half from curiosity, the warehouses had been more ransacked than pillaged: bales of rich India goods, shawls of price, jewels, and spices, unpacked, strewed the floors.",2
"May I say that he flouted the sanctity of things as great as space and time, and that he put to strange uses the rites of sartain half breed red Indians once encamped upon this hill?",1
"In the morning, however, as soon as it was light, I went upon deck and found all the sailors busy on one side of the vessel, apparently talking to someone in the sea.",2
"He was the first of Gerrit's descendants to see much of the world; and when he returned in after six years of campaigning, he was hated as an outsider by his father, uncles, and brothers, in spite of his dissimilar Martense eyes.",1
"Gilman could not be very clear about his reasons for this last assumption, but his haziness here was more than overbalanced by his clearness on other complex points.",1
"She thought her the model of all excellence and endeavoured to imitate her phraseology and manners, so that even now she often reminds me of her.",2
"They suspected that I was holding something back, and perhaps suspected graver things; but I could not tell them the truth because they would not have believed it.",1
"The country bore an aspect more than usually sinister as we viewed it by night and without the accustomed crowds of investigators, so that we were often tempted to use the acetylene headlight despite the attention it might attract.",1
"His rank his least merit, do you say?",2
"Again, quite a respectable diddle is this.",0
"Ever since his son had commenced to grow out of infancy he had liked his home less and less, till at last he had seemed to dread it.",1
"The cold is not excessive, if you are wrapped in furs a dress which I have already adopted, for there is a great difference between walking the deck and remaining seated motionless for hours, when no exercise prevents the blood from actually freezing in your veins.",2
"""I have sinned c'est vrai but, my good sir, consider you have no actual intention of putting such such barbarous threats into execution.""",0
"Their sides sloped from the water's edge at an angle of some forty five degrees, and they were clothed from base to summit not a perceptible point escaping in a drapery of the most gorgeous flower blossoms; scarcely a green leaf being visible among the sea of odorous and fluctuating color.",0
"Now he must be well over a hundred, but that piping voice could come from no one else.",1
"They arrested me because the revolver was in my hand, but released me in three hours, after they found it was apoplexy which had finished Tillinghast and saw that my shot had been directed at the noxious machine which now lay hopelessly shattered on the laboratory floor.",1
I knew what he meant by that one word well enough I knew what he wished to make me understand.,0
"Stupified and aghast, I had myself no power to move from the upright position I had assumed upon first hearing the shriek, and must have presented to the eyes of the agitated group a spectral and ominous appearance, as with pale countenance and rigid limbs, I floated down among them in that funereal gondola.",0
"What indeed could he reply to her complaints, to her griefs which she jealously paled round, keeping out all thought of remedy.",2
"We were in the most imminent peril, but as we could only remain passive, my chief attention was occupied by my unfortunate guest whose illness increased in such a degree that he was entirely confined to his bed.",2
"This game is simple, and is played with marbles.",0
His frankness would have led him to disabuse every inquirer of such prejudice; but his indolent humor forbade all farther agitation of a topic whose interest to himself had long ceased.,0
"You will see the necessity, I hope, of quitting Oxford at all events, of quitting instantly my chambers.""",0
"He, her beloved, the sole and eternal object of her passionate tenderness, was restored her.",2
I have made no addition to my cabinet since we met.,0
"The myrtle bushes, the thyme, the little cyclamen, which peep from the fissures of the rock, all the produce of the place, bear affinity to him; the light that invests the hills participates in his essence, and sky and mountains, sea and valley, are imbued by the presence of his spirit.",2
"That object no larger than a good sized rat and quaintly called by the townspeople ""Brown Jenkin"" seemed to have been the fruit of a remarkable case of sympathetic herd delusion, for in no less than eleven persons had testified to glimpsing it.",1
"By means of a crow bar I easily dislodged the bricks, and, having carefully deposited the body against the inner wall, I propped it in that position, while, with little trouble, I re laid the whole structure as it originally stood.",0
"She enumerated their years of happiness; she brought before him past scenes of intimacy and happiness; she pictured their future life, she mentioned their child tears unbidden now filled her eyes.",2
There is a certain amount of bulk of space to be accounted for in every cabinet.,0
This had probably been done with the view of arousing me from sleep.,0
Certain accessory points of the design served well to convey the idea that this excavation lay at an exceeding depth below the surface of the earth.,0
"Shaking pathetically, the old man forced me into a chair whilst he sank into another, beside which his viol and bow lay carelessly on the floor.",1
"A certain period elapses, and some unseen mysterious principle again sets in motion the magic pinions and the wizard wheels.",0
"Soon some people, deputed by the magistrates, came to remove the body; the unfortunate being saw a jailor in each he fled precipitately, while I passed onwards to the Castle.",2
"It increased my fury, as the beating of a drum stimulates the soldier into courage.",0
Perseverance: Your diddler perseveres.,0
"By the by, he came away from Down East in a great hurry.",0
"To have him once more in my arms, to see him, however changed, is all I desire.",2
"As the moon climbed higher in the sky, I began to see that the slopes of the valley were not quite so perpendicular as I had imagined.",1
"He would have given much for a lantern or bit of candle; but lacking these, bungled semi sightlessly as best he might.",1
"For without warning, in one of the small hours beyond midnight, all the ravages of the years and the storms and the worms came to a tremendous climax; and after the crash there was nothing left standing in The Street save two ancient chimneys and part of a stout brick wall.",1
Thus Novalis errs not in saying that 'we are near waking when we dream that we dream.',0
"My nerves were very much affected, indeed, by these yells; but the rest of the company I really pitied.",0
"After listening to them for some time, with thoughtful attention, I at length succeeded perfectly in translating their import.",0
"They hurried away, as soon as they saw me; my agitated mien added to their fear of coming near one who had entered within the verge of contagion.",2
"When the latter died this sister was taken by her maternal relations: they had seldom seen one another, and were quite unlike in disposition.",2
Of this spirit philosophy takes no account.,0
"It imparts an impression of terrible antiquity, as though it were the remotest rather than the immediate ancestor of Greek art.",1
"That is the Orontes, and it is the only water in sight, with the exception of the Mediterranean, which stretches, like a broad mirror, about twelve miles off to the southward.",0
"The reality of what I had been through was highly uncertain in my mind, but I felt that something hideous lay in the background.",1
"I had become unfit for any intercourse, even with Woodville the most gentle and sympathizing creature that existed.",2
"The newcomer was a thin, dark man of medium height attired in the clerical garb of the Anglican church.",1
"Now write ""'Aussi tendre que Zaire' as tender as Zaire French.",0
"The next afternoon a dense flock of sea birds appeared from the south, and the ocean began to heave ominously.",1
"They were grave and quiet, and seemed shaken by memories and reflections even more terrible than those which had reduced the group of natives to a state of cowed quivering.",1
"I pursued him, and for many months this has been my task.",2
"These I had tested with a fellow student; but achieving no result, had soon packed them away with other scientific odds and ends for possible future use.",1
"I said to him ""My dear Fortunato, you are luckily met.",0
We had now some discussion as to the propriety and feasibility of awakening him; but we had little difficulty in agreeing that no good purpose would be served by so doing.,0
"But this thought, which supported me in the commencement of my career, now serves only to plunge me lower in the dust.",2
"The mountain upon whose top we sit is Helseggen, the Cloudy.",0
The myrmidons of G were able at once to comprehend how and why such an atrocity might have been committed.,0
"At the first dawn of the morning we closed all the messy shutters of our old building; lighting a couple of tapers which, strongly perfumed, threw out only the ghastliest and feeblest of rays.",0
"There is a meaning in the eye of love; a cadence in its voice, an irradiation in its smile, the talisman of whose enchantments one only can possess; its spirit is elemental, its essence single, its divinity an unit.",2
"What, if circumstance should lead Perdita to suspect, and suspecting to be resolved?",2
The prince had provided all the appliances of pleasure.,0
"Thus situated, my only resource was to drive before the wind.",2
", it will be seen at pp. and , that this illustrious chemist had not only conceived the idea now in question, but had actually made no inconsiderable progress, experimentally, in the very identical analysis now so triumphantly brought to an issue by Von Kempelen, who although he makes not the slightest allusion to it, is, without doubt I say it unhesitatingly, and can prove it, if required, indebted to the 'Diary' for at least the first hint of his own undertaking.",0
"Birch, being by temperament phlegmatic and practical, did not shout long; but proceeded to grope about for some tools which he recalled seeing in a corner of the tomb.",1
"From that casement one might see only walls and windows, except sometimes when one leaned far out and peered aloft at the small stars that passed.",1
"It is impossible that a person so well known to thousands as this young woman was, should have passed three blocks without some one having seen her; and any one who saw her would have remembered it, for she interested all who knew her.",0
"After a slight repose, during which the spirits of the dead hovered round and instigated me to toil and revenge, I prepared for my journey.",2
"As the hour for its arrival drew near I noticed a general drift of the loungers to other places up the street, or to the Ideal Lunch across the square.",1
I am the Signora Psyche Zenobia.,0
I was required to exchange chimeras of boundless grandeur for realities of little worth.,2
"She had lived for some years in an alms house, and on fine Sundays her threshold was constantly beset by a crowd, seeking her advice and listening to her admonitions.",2
"But the nucleus of the destroyer was now upon us; even here in Aidenn, I shudder while I speak.",0
"All Paris is excited by the discovered corpse of Marie, a girl young, beautiful and notorious.",0
"Of this party I was one, and did all I could to prevent the rash and fatal sally of the officer who fell, in the crowded alleys, by the poisoned arrow of a Bengalee.",0
"The slow ravages of disease are not pleasant to watch, but in my case there was something subtler and more puzzling in the background.",1
"During my absence I should leave my friends unconscious of the existence of their enemy and unprotected from his attacks, exasperated as he might be by my departure.",2
"The very idea was generous and noble, but, beyond this, his unpretending manner, his entire want of the assumption of a virtue, rendered his act ten times more touching.",2
"Love had come, as the rod of the master prophet, to swallow up every minor propensity.",2
We could not fear we did not.,2
"All that he said threw greatly into the shade Cornelius Agrippa, Albertus Magnus, and Paracelsus, the lords of my imagination; but by some fatality the overthrow of these men disinclined me to pursue my accustomed studies.",2
"The right arm of the man within is brought across his breast, and his right fingers act, without any constraint, upon the machinery in the shoulder of the figure.",0
There he worked like a butcher in the midst of his gory wares I could never get used to the levity with which he handled and classified certain things.,1
"And then, hour after hour, would I linger by her side, and dwell upon the music of her voice, until at length its melody was tainted with terror, and there fell a shadow upon my soul, and I grew pale, and shuddered inwardly at those too unearthly tones.",0
"The door, a ponderous and forbidding slab of stone, hangs upon rusted iron hinges, and is fastened ajar in a queerly sinister way by means of heavy iron chains and padlocks, according to a gruesome fashion of half a century ago.",1
"But although St. Stephen's did not echo with the voice which filled each heart, the newspapers teemed with nothing else; and in private companies the conversation however remotely begun, soon verged towards this central point, while voices were lowered and chairs drawn closer.",2
"I paused for breath; and, in the meantime, an accident occurred of too momentous a nature in a moral, and also in a metaphysical point of view, to be passed over without notice.",0
"At nine, every morning, I called upon that individual for the clothes of the day.",0
The fear of so mighty a calamity as the loss of our adored infant made the current of my blood pause with chilly horror; but the remembrance of the mother restored my presence of mind.,2
"We landed, in fine, more dead than alive, after four days of intense distress, upon the beach opposite Roanoke Island.",0
"The subject, a widely known architect with leanings toward theosophy and occultism, went violently insane on the date of young Wilcox's seizure, and expired several months later after incessant screamings to be saved from some escaped denizen of hell.",1
"Late at night the two youths sat drowsing in their chairs, lulled by the rhythmical praying of the loomfixer on the floor below.",1
"Age and care had furrowed her cheeks, and bent her form; but her eye was still bright, her manners authoritative and unchanged; she received her daughter coldly, but displayed more feeling as she folded her grand children in her arms.",2
Each likens it not to the voice of an individual of any nation with whose language he is conversant but the converse.,0
"In the meantime, the lunatics had a jolly season of it that you may swear.",0
When we were in company he affected gaiety but I wept to hear his hollow laugh begun by an empty smile and often ending in a bitter sneer such as never before this fatal period had wrinkled his lips.,2
But I need not vex you with impertinent details.,0
"Having strown it with fir boughs, all now rested on it with drawn automatics, two relaxing while the third watched.",1
"Again she looked at the ring, it was a small ruby, almost heart shaped, which she had herself given him.",2
"Getting upon the sacking of the bedstead, I looked over the head board minutely at the second casement.",0
Late in the evening she entered the apartments appropriated to the festival.,2
"Those who have been nauseated with a sad dose on the same august topic from the goose quill of the editor of the ""Gad Fly"" will do well to compare the two compositions.",0
Else there is no immortality for man.,0
You do not question me properly.,0
"As we drew nearer the green shore the bearded man told me of that land, the Land of Zar, where dwell all the dreams and thoughts of beauty that come to men once and then are forgotten.",1
"That material injury to our globe or to its inhabitants would result from the apprehended contact, was an opinion which hourly lost ground among the wise; and the wise were now freely permitted to rule the reason and the fancy of the crowd.",0
"Then, very softly and slowly, the acre great panel began to give inward at the top; and they saw that it was balanced.",1
"For that very fresh body, at last writhing into full and terrifying consciousness with eyes dilated at the memory of its last scene on earth, threw out its frantic hands in a life and death struggle with the air; and suddenly collapsing into a second and final dissolution from which there could be no return, screamed out the cry that will ring eternally in my aching brain: ""Help Keep off, you cursed little tow head fiend keep that damned needle away from me"" V.",1
"Idris arose also, and bent on me her eyes of celestial blue, and with grace peculiar said ""You hardly need an introduction; we have a picture, highly valued by my father, which declares at once your name.",2
"For myself, however, I was mentally discussing certain topics which had formed matter for conversation between us at an earlier period of the evening; I mean the affair of the Rue Morgue, and the mystery attending the murder of Marie Rogêt.",0
"Almighty God no, no They heard they suspected they knew they were making a mockery of my horror this I thought, and this I think.",0
"She tried to disperse them, but they refused to be checked her utterance was choaked.",2
"Holding the instrument thus obtained within my teeth, I now proceeded to untie the knot of my cravat.",0
"Looking about me, I beheld many marble slabs bearing coffins, or the remains of coffins.",1
It was the beating of the old man's heart.,0
"Arithmetical or algebraical calculations are, from their very nature, fixed and determinate.",0
The contest was brief indeed.,0
"In ordered terraces rose the green banks, adorned here and there with bowers of vines and sweet blossoms, and seats and benches of marble and porphyry.",1
It was no wonder that his condition terrified that it infected me.,0
"He besought me, therefore, to leave my solitary isle and to meet him at Perth, that we might proceed southwards together.",2
"His paroxisms of passion were terrific but his soul bore him through them triumphant, though almost destroyed by victory; but the day would finally have been won had not I, foolish and presumtuous wretch hurried him on untill there was no recall, no hope.",2
The scent had never for an instant been lost.,0
The customs of the world are so many conventional follies.,0
"I had taken but few turns in this manner, when a light step on an adjoining staircase arrested my attention.",0
"Upon the winding up of the tragedy involved in the deaths of Madame L'Espanaye and her daughter, the Chevalier dismissed the affair at once from his attention, and relapsed into his old habits of moody reverie.",0
Where if anywhere had he been on those nights of daemoniac alienage?,1
"As I was occupied in fixing the boat and arranging the sails, several people crowded towards the spot.",2
"The name of the king, he to whom my dying father had addressed his latest prayers, and who had barbarously slighted them, was associated only with the ideas of unkindness, injustice, and consequent resentment.",2
You know that the beginning is GOD.,0
"As Hermann completed this equivocal sentence, all eyes were turned upon the Baron.",0
"At length I saw a grass grown opening toward the sea between crumbling brick walls, with the weedy length of an earth and masonry wharf projecting beyond.",1
As a child I had not been content with the results promised by the modern professors of natural science.,2
A little population occupied its halls.,2
"I had somehow taken it for granted that the house was abandoned, yet as I approached it I was not so sure; for though the walks were indeed overgrown with weeds, they seemed to retain their nature a little too well to argue complete desertion.",1
"He had schemed, if he failed in his present attempt, without taking leave of any of us, to embark for Greece, and never again to revisit England.",2
"Herbert West, whose associate and assistant I was, possessed scientific interests far beyond the usual routine of a village physician.",1
"The fellow opened his mouth from ear to ear, and shut his two eyes as if he were endeavoring to crack nuts between the lids.",0
"I did not shriek, but all the fiendish ghouls that ride the night wind shrieked for me as in that same second there crashed down upon my mind a single and fleeting avalanche of soul annihilating memory.",1
As he walked toward the bus I observed his peculiarly shambling gait and saw that his feet were inordinately immense.,1
"Mais il faut agir that is to say, a Frenchman never faints outright.",0
"""In Greek we must have some thing pretty from Demosthenes, for example.",0
"The Persian, Arabic, and Sanskrit languages engaged his attention, and I was easily induced to enter on the same studies.",2
"The delight of Clerval was proportionably greater than mine; his mind expanded in the company of men of talent, and he found in his own nature greater capacities and resources than he could have imagined himself to have possessed while he associated with his inferiors.",2
"Pray let us try again.""",1
"Everybody shrieked when a large rat like form suddenly jumped out from beneath the ensanguined bedclothes and scuttled across the floor to a fresh, open hole close by.",1
"But still there remained that burning determination to reach the innermost secret of the fear, which I had once more come to deem definite, material, and organic.",1
We had prepared a banquet for our guests in the lower hall of the castle; and thither Idris and I repaired to receive and entertain the few that remained.,2
"Two of the less irrelevantly moving things a rather large congeries of iridescent, prolately spheroidal bubbles and a very much smaller polyhedron of unknown colours and rapidly shifting surface angles seemed to take notice of him and follow him about or float ahead as he changed position among the titan prisms, labyrinths, cube and plane clusters, and quasi buildings; and all the while the vague shrieking and roaring waxed louder and louder, as if approaching some monstrous climax of utterly unendurable intensity.",1
"While the earth lasts, his actions will be recorded with praise.",2
"Here and there the ruins of wharves jutted out from the shore to end in indeterminate rottenness, those farthest south seeming the most decayed.",1
"And then in a moment he said, ""No, that must not be; you must not read Dante.",2
"Antiochus the Illustrious also 'Prince of ts,' 'Glory of the East,' 'Delight of the Universe,' and 'Most Remarkable of Cameleopards' Heavens what a power of speed thou art displaying What a capacity for leg bail thou art developing Run, Prince Bravo, Epiphanes Well done, Cameleopard Glorious Antiochus He runs he leaps he flies Like an arrow from a catapult he approaches the hippodrome He leaps he shrieks he is there This is well; for hadst thou, 'Glory of the East,' been half a second longer in reaching the gates of the Amphitheatre, there is not a bear's cub in Epidaphne that would not have had a nibble at thy carcase.",0
"When I had concluded my narration I said, ""This is the being whom I accuse and for whose seizure and punishment I call upon you to exert your whole power.",2
"Travelling on land has been repeatedly accomplished at the rate of thirty miles per hour, and indeed a much greater speed may be anticipated.",0
"When it had become known that such was the enormous wealth inherited, there were, of course, many speculations as to the mode of its disposal.",0
In a few respects they are even unworthy of serious refutation.,0
For at a closer glance I saw that the moonlit waters between the reef and the shore were far from empty.,1
"Toward the end of March he began to pick up in his mathematics, though other studies bothered him increasingly.",1
You may conceive my astonishment on hearing such a question addressed to me from a man on the brink of destruction and to whom I should have supposed that my vessel would have been a resource which he would not have exchanged for the most precious wealth the earth can afford.,2
In the heart of Venice could I have erected a better?,0
"They are all, however, fitting tapestry for a chamber such as this.",0
"I trod air; no doubt, no fear, no hope even, disturbed me; I clasped with my soul the fulness of contentment, satisfied, undesiring, beatified.",2
"""I dispute the availability, and thus the value, of that reason which is cultivated in any especial form other than the abstractly logical.",0
"She had never been married; and for the last five years had lived perfectly alone on an estate, that had descended to her through her mother, on the shores of Loch Lomond in Scotland.",2
"In the ashes of the fateful cabin I found several bones, but apparently none of the monster's.",1
"Alas that in human nature such a pitch of mental discipline, and disdainful negligence of nature itself, should not have been allied to the extreme of moral excellence But the resolution that permitted her to resist the pains of privation, sprung from the too great energy of her passions; and the concentrated self will of which this was a sign, was destined to destroy even the very idol, to preserve whose respect she submitted to this detail of wretchedness.",2
I then finally made up my mind.,0
"Tell me, Lionel, do you consent that I should marry this young lady?""",2
"Have not actors wept, as they pourtrayed imagined passion?",2
"Windows in shanties on the slope outside were shattered by the shock, whilst miners throughout the nearer passages were knocked from their feet.",1
"We French are not nearly so punctilious as you Americans, and I shall have no difficulty in smuggling you in, in the character of an old acquaintance.""",0
Diana was fully worthy of his deepest affection.,2
"At first content to view the scene as an all observant uncorporeal presence, I now desired to define my relation to it, and to speak my mind amongst the grave men who conversed each day in the public squares.",1
"The chanted ritual was not the secret that was never spoken aloud, only whispered.",1
I would go to the fountain head.,0
"No more than any other talent, is that for music susceptible of complete enjoyment, where there is no second party to appreciate its exercise.",0
"""And the man sat upon the rock, and leaned his head upon his hand, and looked out upon the desolation.",0
I forced the last stone into its position; I plastered it up.,0
He impaired his vision by holding the object too close.,0
"But, once upon a time, a certain rich miser conceived the design of spunging upon this Abernethy for a medical opinion.",0
